"Time","edge-server-cv-74d975f7cd-ssg2f Response"
2022-04-15 18:26:58,338 ms
2022-04-15 18:27:00,351 ms
2022-04-15 18:27:02,361 ms
2022-04-15 18:27:04,272 ms
2022-04-15 18:27:06,272 ms
2022-04-15 18:27:08,555 ms
2022-04-15 18:27:10,555 ms
2022-04-15 18:27:12,552 ms
2022-04-15 18:27:14,631 ms
2022-04-15 18:27:16,652 ms
2022-04-15 18:27:18,595 ms
2022-04-15 18:27:20,581 ms
2022-04-15 18:27:22,476 ms
2022-04-15 18:27:24,253 ms
2022-04-15 18:27:26,267 ms
2022-04-15 18:27:28,388 ms
2022-04-15 18:27:30,374 ms
2022-04-15 18:27:32,357 ms
2022-04-15 18:27:34,366 ms
2022-04-15 18:27:36,342 ms
2022-04-15 18:27:38,268 ms
2022-04-15 18:27:40,272 ms
2022-04-15 18:27:42,266 ms
2022-04-15 18:27:44,278 ms
2022-04-15 18:27:46,278 ms
2022-04-15 18:27:48,336 ms
2022-04-15 18:27:50,357 ms
2022-04-15 18:27:52,348 ms
2022-04-15 18:27:54,414 ms
2022-04-15 18:27:56,441 ms
2022-04-15 18:27:58,401 ms
2022-04-15 18:28:00,430 ms
2022-04-15 18:28:02,414 ms
2022-04-15 18:28:04,307 ms
2022-04-15 18:28:06,284 ms
2022-04-15 18:28:08,279 ms
2022-04-15 18:28:10,270 ms
2022-04-15 18:28:12,323 ms
2022-04-15 18:28:14,306 ms
2022-04-15 18:28:16,319 ms
2022-04-15 18:28:18,319 ms
2022-04-15 18:28:20,319 ms
2022-04-15 18:28:22,355 ms
2022-04-15 18:28:24,385 ms
2022-04-15 18:28:26,385 ms
2022-04-15 18:28:28,385 ms
2022-04-15 18:28:30,247 ms
2022-04-15 18:28:32,250 ms
2022-04-15 18:28:34,316 ms
2022-04-15 18:28:36,328 ms
2022-04-15 18:28:38,328 ms
2022-04-15 18:28:40,367 ms
2022-04-15 18:28:42,352 ms
2022-04-15 18:28:44,343 ms
2022-04-15 18:28:46,403 ms
2022-04-15 18:28:48,352 ms
2022-04-15 18:28:50,352 ms
2022-04-15 18:28:52,335 ms
2022-04-15 18:28:54,271 ms
2022-04-15 18:28:56,336 ms
2022-04-15 18:28:58,438 ms
2022-04-15 18:29:00,438 ms
2022-04-15 18:29:02,449 ms
2022-04-15 18:29:04,549 ms
2022-04-15 18:29:06,910 ms
2022-04-15 18:29:08,910 ms
2022-04-15 18:29:10,1.03 s
2022-04-15 18:29:12,919 ms
2022-04-15 18:29:14,923 ms
2022-04-15 18:29:16,552 ms
2022-04-15 18:29:18,497 ms
2022-04-15 18:29:20,497 ms
2022-04-15 18:29:22,534 ms
2022-04-15 18:29:24,275 ms
2022-04-15 18:29:26,302 ms
2022-04-15 18:29:28,292 ms
2022-04-15 18:29:30,284 ms
2022-04-15 18:29:32,296 ms
2022-04-15 18:29:34,303 ms
2022-04-15 18:29:36,308 ms
2022-04-15 18:29:38,311 ms
2022-04-15 18:29:40,307 ms
2022-04-15 18:29:42,293 ms
2022-04-15 18:29:44,287 ms
2022-04-15 18:29:46,284 ms
2022-04-15 18:29:48,274 ms
2022-04-15 18:29:50,278 ms
2022-04-15 18:29:52,277 ms
2022-04-15 18:29:54,277 ms
2022-04-15 18:29:56,283 ms
2022-04-15 18:29:58,314 ms
2022-04-15 18:30:00,

