"Time","edge-server-cv-74d975f7cd-ssg2f Requests/2s","requests/30"
2022-04-18 14:17:04,1,1.03
2022-04-18 14:17:06,0,1
2022-04-18 14:17:08,3,1.21
2022-04-18 14:17:10,1,1.24
2022-04-18 14:17:12,2,1.31
2022-04-18 14:17:14,1,1.24
2022-04-18 14:17:16,0,1.14
2022-04-18 14:17:18,2,1.21
2022-04-18 14:17:20,1,1.14
2022-04-18 14:17:22,2,1.17
2022-04-18 14:17:24,2,1.24
2022-04-18 14:17:26,3,1.31
2022-04-18 14:17:28,0,1.21
2022-04-18 14:17:30,1,1.17
2022-04-18 14:17:32,0,1.28
2022-04-18 14:17:34,1,1.28
2022-04-18 14:17:36,1,1.21
2022-04-18 14:17:38,3,1.14
2022-04-18 14:17:40,2,1.21
2022-04-18 14:17:42,0,1.10
2022-04-18 14:17:44,1,1.14
2022-04-18 14:17:46,1,1.17
2022-04-18 14:17:48,0,1.10
2022-04-18 14:17:50,1,1.10
2022-04-18 14:17:52,3,1.24
2022-04-18 14:17:54,1,1.21
2022-04-18 14:17:56,0,1.10
2022-04-18 14:17:58,2,1.14
2022-04-18 14:18:00,0,1.07
2022-04-18 14:18:02,0,1.10
2022-04-18 14:18:04,0,1.07
2022-04-18 14:18:06,2,1.10
2022-04-18 14:18:08,1,1
2022-04-18 14:18:10,1,1.03
2022-04-18 14:18:12,0,1
2022-04-18 14:18:14,0,0.931
2022-04-18 14:18:16,0,0.897
2022-04-18 14:18:18,0,0.897
2022-04-18 14:18:20,1,0.862
2022-04-18 14:18:22,1,0.759
2022-04-18 14:18:24,0,0.690
2022-04-18 14:18:26,1,0.724
2022-04-18 14:18:28,0,0.621
2022-04-18 14:18:30,0,0.655
2022-04-18 14:18:32,2,0.724
2022-04-18 14:18:34,1,0.759
2022-04-18 14:18:36,0,0.655
2022-04-18 14:18:38,0,0.517
2022-04-18 14:18:40,0,0.517
2022-04-18 14:18:42,1,0.552
2022-04-18 14:18:44,0,0.552
2022-04-18 14:18:46,0,0.586
2022-04-18 14:18:48,1,0.621
2022-04-18 14:18:50,3,0.759
2022-04-18 14:18:52,1,0.759
2022-04-18 14:18:54,2,0.828
2022-04-18 14:18:56,2,0.793
2022-04-18 14:18:58,1,0.759
2022-04-18 14:19:00,0,0.793
2022-04-18 14:19:02,2,0.828
2022-04-18 14:19:04,1,0.862
2022-04-18 14:19:06,1,0.897
2022-04-18 14:19:08,0,0.862
2022-04-18 14:19:10,1,0.897
2022-04-18 14:19:12,0,0.862
2022-04-18 14:19:14,0,0.862
2022-04-18 14:19:16,1,0.828
2022-04-18 14:19:18,0,0.724
2022-04-18 14:19:20,0,0.621
2022-04-18 14:19:22,1,0.655
2022-04-18 14:19:24,0,0.586
2022-04-18 14:19:26,1,0.586
2022-04-18 14:19:28,0,0.517
2022-04-18 14:19:30,1,0.517
2022-04-18 14:19:32,1,0.483
2022-04-18 14:19:34,0,0.448
2022-04-18 14:19:36,0,0.448
2022-04-18 14:19:38,0,0.483
2022-04-18 14:19:40,1,0.448
2022-04-18 14:19:42,0,0.414
2022-04-18 14:19:44,0,0.414
2022-04-18 14:19:46,0,0.414
2022-04-18 14:19:48,2,0.552
2022-04-18 14:19:50,0,0.517
2022-04-18 14:19:52,2,0.586
2022-04-18 14:19:54,0,0.655
2022-04-18 14:19:56,0,0.621
2022-04-18 14:19:58,0,0.690
2022-04-18 14:20:00,0,0.621
2022-04-18 14:20:02,1,0.655
2022-04-18 14:20:04,0,0.621
2022-04-18 14:20:06,0,0.621
2022-04-18 14:20:08,0,0.621
2022-04-18 14:20:10,1,0.621
2022-04-18 14:20:12,1,0.655
2022-04-18 14:20:14,1,0.655
2022-04-18 14:20:16,0,0.621
2022-04-18 14:20:18,1,0.586
2022-04-18 14:20:20,1.00,0.621
2022-04-18 14:20:22,1,0.483
2022-04-18 14:20:24,2,0.552
2022-04-18 14:20:26,0,0.517
2022-04-18 14:20:28,0,0.517
2022-04-18 14:20:30,4,0.690
2022-04-18 14:20:32,0,0.655
2022-04-18 14:20:34,0,0.621
2022-04-18 14:20:36,0,0.655
2022-04-18 14:20:38,1,0.690
2022-04-18 14:20:40,1,0.724
2022-04-18 14:20:42,0,0.759
2022-04-18 14:20:44,0,0.690
2022-04-18 14:20:46,0,0.690
2022-04-18 14:20:48,0,0.655
2022-04-18 14:20:50,1,0.793
2022-04-18 14:20:52,2,0.862
2022-04-18 14:20:54,1,0.793
2022-04-18 14:20:56,2,0.931
2022-04-18 14:20:58,0,0.966
2022-04-18 14:21:00,1,0.862
2022-04-18 14:21:02,0,0.931
2022-04-18 14:21:04,1,0.931
2022-04-18 14:21:06,0,0.931
2022-04-18 14:21:08,0,0.862
2022-04-18 14:21:10,0,0.828
2022-04-18 14:21:12,2,0.966
2022-04-18 14:21:14,0,0.966
2022-04-18 14:21:16,0,0.966
2022-04-18 14:21:18,0,0.862
2022-04-18 14:21:20,1,0.828
2022-04-18 14:21:22,1,0.828
2022-04-18 14:21:24,1,0.828
2022-04-18 14:21:26,1,0.724
2022-04-18 14:21:28,0,0.759
2022-04-18 14:21:30,0,0.690
2022-04-18 14:21:32,0,0.690

